Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Reg_Place,Reg_Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Reg_Finish,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score
420,20,21.0,Josh White,http://games.crossfit.com/athlete/490187,1,68.0,21,192,5,185.0,88 (247),14 (343),55 (111),14 (248),21 (10:03),16,CFC CREW,CrossFit Calgary,,,,,,,,305.0,255.0,525.0,455.0,,21 (192),88,247,14,343,55,111,14,248,21,603
421,21,26.0,Jarrett Cherepak,http://games.crossfit.com/athlete/135265,1,72.0,22,203,5,195.0,13 (283),31 (340),66 (109),87 (213),6 (09:27),16,Undefeated CrossFit,Undefeated CrossFit,,,,,,,,290.0,215.0,475.0,390.0,,22 (203),13,283,31,340,66,109,87,213,6,567
422,22,28.0,Matt Baron,http://games.crossfit.com/athlete/259750,1,67.0,23,206,5,176.0,49 (260),57 (339),70 (107),23 (242),7 (09:36),16,,CrossFit PSC,156.0,467.0,,,,,,286.6,209.44,507.06,429.9,,23 (206),49,260,57,339,70,107,23,242,7,576
423,23,33.0,Shawn Lukacsy,http://games.crossfit.com/athlete/95510,1,71.0,24,214,5,200.0,49 (260),28 (341),15 (117),70 (216),52 (10:47),16,Frontier587,CrossFit 587,134.0,,,,,,1250.0,320.0,265.0,490.0,405.0,70,24 (214),49,260,28,341,15,117,70,216,52,647
424,24,31.0,John James,http://games.crossfit.com/athlete/95457,1,72.05,25,219,5,196.21,72 (252),15 (343),56 (111),33 (236),43 (10:39),16,CrossFit Lions,CrossFit Lions,235.0,551.0,128.0,1344.0,,,,280.0,225.0,415.0,370.0,30,25 (219),72,252,15,343,56,111,33,236,43,639
425,25,23.0,Richard Deschamps,http://games.crossfit.com/athlete/288615,1,70.0,26,221,5,205.0,37 (264),18 (342),125 (102),18 (245),23 (10:07),16,Undefeated CrossFit,Undefeated CrossFit,152.0,,,,388,,,280.0,225.0,520.0,450.0,34,26 (221),37,264,18,342,125,102,18,245,23,607
426,26,37.0,Jason Cain,http://games.crossfit.com/athlete/9230,1,66.0,27,227,5,177.0,118 (241),67 (289),17 (117),10 (250),15 (09:54),16,Reebok CrossFit 306,CrossFit Reebok 306,130.0,445.0,93.0,961.0,455,56.0,1196.0,335.0,260.0,515.0,484.0,60,27 (227),118,241,67,289,17,117,10,250,15,594
427,27,23.0,Florian Grob,http://games.crossfit.com/athlete/476013,1,,28,238,5,170.0,16 (278),106 (260),48 (112),37 (232),31 (10:21),16,CrossFit Vernon,CrossFit Vernon,,,,,,,,,,,,,28 (238),16,278,106,260,48,112,37,232,31,621
428,28,26.0,Jeff Kubik,http://games.crossfit.com/athlete/105098,1,72.0,29,247,5,205.0,49 (260),62 (339),22 (115),48 (225),66 (11:05),16,CrossFit MOST,CrossFit MOST,156.0,,129.0,,,56.0,1125.0,300.0,230.0,485.0,385.0,65,29 (247),49,260,62,339,22,115,48,225,66,665
429,29,30.0,Nicholas Vandenbeld,http://games.crossfit.com/athlete/268676,1,66.93,30,251,5,195.0,49 (260),26 (341),61 (110),100 (211),15 (09:54),16,Iron Regime CrossFit,Iron Regime CrossFit,195.0,353.0,118.0,,,,,305.0,240.0,515.0,500.0,,30 (251),49,260,26,341,61,110,100,211,15,594
430,30,25.0,Deniz Arac,http://games.crossfit.com/athlete/227155,1,70.0,31,257,5,190.0,41 (262),84 (262),35 (114),58 (218),39 (10:32),16,CrossFit 604,CrossFit 604,150.0,,,,,,,285.0,225.0,485.0,385.0,,31 (257),41,262,84,262,35,114,58,218,39,632
431,31,25.0,Kyle Lovett,http://games.crossfit.com/athlete/106034,1,71.0,32,258,5,182.0,46 (261),92 (261),31 (114),44 (226),45 (10:41),16,CrossFit VO2 Max,CrossFit Vo2 Max,152.0,,,,,73.0,1264.0,275.0,225.0,485.0,350.0,,32 (258),46,261,92,261,31,114,44,226,45,641
432,32,23.0,Matt Denton,http://games.crossfit.com/athlete/473725,1,,33,270,5,197.0,32 (265),50 (339),54 (111),12 (249),122 (11:46),16,CrossFit Maple Ridge,CrossFit Maple Ridge,,,,,,,,,,,,,33 (270),32,265,50,339,54,111,12,249,122,706
433,33,38.0,Mike Eberts,http://games.crossfit.com/athlete/9548,1,67.0,34,273,5,182.0,70 (253),13 (343),74 (107),105 (210),11 (09:50),16,CrossFit 604,CrossFit 604,139.0,440.0,122.0,1043.0,409,60.0,,285.0,230.0,500.0,425.0,45,34 (273),70,253,13,343,74,107,105,210,11,590
434,34,24.0,Greg Gross,http://games.crossfit.com/athlete/293931,1,71.0,35,279,5,196.0,21 (269),94 (261),97 (103),35 (234),32 (10:23),16,CrossFit AI,CrossFit Athlete Inside (AI),174.0,491.0,160.0,1310.0,411,65.0,1178.0,285.0,220.0,480.0,370.0,30,35 (279),21,269,94,261,97,103,35,234,32,623
435,35,29.0,Colin Wilson,http://games.crossfit.com/athlete/262436,1,68.0,36,286,5,198.0,68 (254),54 (339),91 (104),49 (224),24 (10:08),16,,Living Skies CrossFit,150.0,,,,,,,300.0,240.0,,,,36 (286),68,254,54,339,91,104,49,224,24,608
436,36,26.0,Marcus Astley,http://games.crossfit.com/athlete/101072,1,70.08,37,288,5,178.0,78 (250),71 (263),45 (112),77 (215),17 (09:57),16,CrossFit AI,CrossFit Athlete Inside (AI),178.0,,126.0,,320,,1245.0,260.0,200.0,440.0,360.0,60,37 (288),78,250,71,263,45,112,77,215,17,597
437,37,27.0,Ben Suranko,http://games.crossfit.com/athlete/141040,1,73.0,38,293,5,205.0,21 (269),68 (288),99 (103),80 (214),25 (10:16),16,,Gas City CrossFit,,,115.0,,,59.0,1231.0,320.0,265.0,520.0,460.0,43,38 (293),21,269,68,288,99,103,80,214,25,616
438,38,32.0,Curt Manning,http://games.crossfit.com/athlete/5624,1,69.0,39,294,5,200.0,81 (248),69 (287),77 (107),40 (230),27 (10:17),16,CrossFit Armoury,CrossFit Armoury,136.0,468.0,89.0,,485,70.0,,320.0,245.0,516.0,455.0,48,39 (294),81,248,69,287,77,107,40,230,27,617
439,39,29.0,Matt Ciolfi,http://games.crossfit.com/athlete/252173,1,,40,296,5,204.0,72 (252),21 (341),40 (114),131 (207),32 (10:23),16,CrossFit North Vancouver,CrossFit North Vancouver,,,,,,,,,,,,,40 (296),72,252,21,341,40,114,131,207,32,623
440,40,32.0,Leo Grypma,http://games.crossfit.com/athlete/164843,1,71.0,41,304,5,205.0,62 (259),53 (339),77 (107),20 (243),92 (11:24),16,,CrossFit West Kootenay,203.0,,,,,,,295.0,245.0,475.0,405.0,35,41 (304),62,259,53,339,77,107,20,243,92,684
441,41,19.0,Carter Diederich,http://games.crossfit.com/athlete/358220,1,,42,307,5,168.0,81 (248),32 (340),79 (106),60 (218),55 (10:53),16,CrossFit Armoury,CrossFit Armoury,,,,,,,,,,,,,42 (307),81,248,32,340,79,106,60,218,55,653
442,42,26.0,Caleb Woiwod,http://games.crossfit.com/athlete/84387,1,73.0,43,308,5,208.0,88 (247),34 (340),24 (115),68 (216),94 (11:26),16,CrossFit Vic City,CrossFit Vic City,174.0,525.0,127.0,,345,,1194.0,315.0,255.0,455.0,395.0,46,43 (308),88,247,34,340,24,115,68,216,94,686
443,43,32.0,John Rogers,http://games.crossfit.com/athlete/237709,1,71.0,43,308,5,200.0,49 (260),110 (260),31 (114),31 (237),87 (11:22),16,CrossFit AI,CrossFit Athlete Inside (AI),240.0,720.0,180.0,,,,1500.0,285.0,205.0,455.0,345.0,50,43 (308),49,260,110,260,31,114,31,237,87,682
444,44,22.0,Adam Black,http://games.crossfit.com/athlete/132630,1,69.0,45,310,5,190.0,32 (265),73 (263),33 (114),47 (226),125 (11:50),16,CrossFit Vic City,CrossFit Vic City,167.0,481.0,120.0,,,59.0,1155.0,285.0,225.0,475.0,365.0,43,45 (310),32,265,73,263,33,114,47,226,125,710
445,45,40.0,Jason MacDonald,http://games.crossfit.com/athlete/28236,1,75.0,46,314,5,205.0,32 (265),156 (258),25 (114),53 (219),48 (10:44),16,Pure Fitness Red Deer,PURE Fitness CrossFit,189.0,468.0,162.0,1120.0,373,70.0,1225.0,245.0,185.0,430.0,395.0,48,46 (314),32,265,156,258,25,114,53,219,48,644
446,46,34.0,David Rochon,http://games.crossfit.com/athlete/99303,1,68.0,47,321,5,190.0,21 (269),21 (341),89 (105),45 (226),145 (12:05),16,CrossFit Pyro,CrossFit Pyro,199.0,,166.0,1295.0,339,64.0,1320.0,285.0,235.0,485.0,400.0,50,47 (321),21,269,21,341,89,105,45,226,145,725
447,47,28.0,Kyle L'Arrivee,http://games.crossfit.com/athlete/431020,1,60.0,48,326,5,170.0,49 (260),119 (259),69 (107),71 (216),18 (09:58),16,CrossFit Armoury,CrossFit Armoury,,,,,,,,,,,,,48 (326),49,260,119,259,69,107,71,216,18,598
448,48,22.0,Alex Burdett,http://games.crossfit.com/athlete/239385,1,69.0,49,330,5,185.0,18 (271),77 (263),144 (102),41 (230),50 (10:46),16,Undefeated CrossFit,Undefeated CrossFit,208.0,473.0,,,,,,300.0,230.0,465.0,385.0,,49 (330),18,271,77,263,144,102,41,230,50,646
449,49,39.0,Chris MacLean,http://games.crossfit.com/athlete/10370,1,70.0,50,338,5,192.0,29 (267),36 (340),151 (101),81 (214),41 (10:36),16,Undefeated CrossFit,Undefeated CrossFit,220.0,498.0,195.0,1438.0,314,69.0,1320.0,280.0,225.0,405.0,355.0,30,50 (338),29,267,36,340,151,101,81,214,41,636
450,50,25.0,Cody Schick,http://games.crossfit.com/athlete/265000,1,68.0,51,339,5,173.0,17 (273),39 (339),43 (114),204 (198),36 (10:27),16,,CrossFit Villains,,,128.0,,,,,246.0,182.0,506.0,435.0,,51 (339),17,273,39,339,43,114,204,198,36,627
451,51,28.0,Franky Wood,http://games.crossfit.com/athlete/345700,1,,52,355,5,175.0,72 (252),30 (340),13 (119),116 (209),124 (11:48),16,CrossFit Armoury,CrossFit Armoury,150.0,,,,,,1380.0,315.0,251.0,540.0,440.0,68,52 (355),72,252,30,340,13,119,116,209,124,708
452,52,27.0,Thierry-Olivier Roy,http://games.crossfit.com/athlete/95869,1,68.0,53,358,5,175.0,29 (267),65 (316),58 (110),109 (210),97 (11:28),16,Reebok CrossFit Ramsay,Reebok CrossFit Ramsay,138.0,,116.0,1129.0,,,,300.0,215.0,440.0,415.0,50,53 (358),29,267,65,316,58,110,109,210,97,688
453,53,32.0,Arama Prime,http://games.crossfit.com/athlete/298393,1,,54,362,5,178.0,62 (259),86 (262),84 (105),43 (229),87 (11:22),16,CrossFit Currie Barracks,CrossFit Currie Barracks,,,,,,,,,,,,,54 (362),62,259,86,262,84,105,43,229,87,682
454,54,18.0,James Kapacila,http://games.crossfit.com/athlete/68815,1,69.0,55,365,5,180.0,20 (270),93 (261),98 (103),39 (232),115 (11:39),16,,CrossFit Prince Albert,,,105.0,,0,54.0,,295.0,255.0,405.0,380.0,0,55 (365),20,270,93,261,98,103,39,232,115,699
455,55,26.0,Oleksiy Dakhno,http://games.crossfit.com/athlete/5075,1,73.0,56,378,5,190.0,25 (268),111 (260),29 (114),42 (229),171 (12:25),16,Chinook CrossFit,Chinook CrossFit,,,,,0,,,0.0,0.0,0.0,0.0,0,56 (378),25,268,111,260,29,114,42,229,171,745
456,56,25.0,Steven Bergeron,http://games.crossfit.com/athlete/7103,1,68.9,57,380,5,185.0,76 (251),33 (340),106 (103),108 (210),57 (10:55),16,Pure Fitness Red Deer,PURE Fitness CrossFit,139.0,,,1080.0,412,,1297.0,300.0,220.0,420.0,455.0,50,57 (380),76,251,33,340,106,103,108,210,57,655
457,57,30.0,Ernie Stewart,http://games.crossfit.com/athlete/95591,1,70.0,58,388,5,205.0,88 (247),55 (339),134 (102),34 (235),77 (11:18),16,CrossFit VO2 Max,CrossFit Vo2 Max,,,103.0,,,,,305.0,0.0,,425.0,,58 (388),88,247,55,339,134,102,34,235,77,678
458,58,31.0,George Belanger,http://games.crossfit.com/athlete/205737,1,72.0,59,392,5,190.0,41 (262),44 (339),245 (95),32 (236),30 (10:20),16,Pure Fitness Red Deer,PURE Fitness CrossFit,,,,,,,,250.0,195.0,415.0,415.0,,59 (392),41,262,44,339,245,95,32,236,30,620
459,59,36.0,Peter Kendrick,http://games.crossfit.com/athlete/13544,1,72.0,60,395,5,193.0,49 (260),16 (342),14 (117),56 (219),260 (13:10),16,CrossFit 604,CrossFit 604,193.0,450.0,135.0,1116.0,416,56.0,,290.0,220.0,500.0,350.0,0,60 (395),49,260,16,342,14,117,56,219,260,790
460,60,26.0,Scott Janisch,http://games.crossfit.com/athlete/243390,1,70.0,60,395,5,175.0,46 (261),115 (260),58 (110),28 (239),148 (12:06),16,CrossFit Currie Barracks,CrossFit Currie Barracks,,,,,0,,,0.0,0.0,0.0,0.0,0,60 (395),46,261,115,260,58,110,28,239,148,726
461,61,26.0,Luke Betts,http://games.crossfit.com/athlete/121111,1,72.0,62,403,5,180.0,21 (269),40 (339),121 (102),126 (207),95 (11:27),16,CrossFit Maple Ridge,CrossFit Maple Ridge,160.0,,,,,,,315.0,225.0,,,,62 (403),21,269,40,339,121,102,126,207,95,687
462,62,24.0,D Grant Dilling,http://games.crossfit.com/athlete/25265,1,70.0,62,403,5,175.0,32 (265),74 (263),87 (105),185 (200),25 (10:16),16,CrossFit 204,CrossFit 204,145.0,,,,,,,245.0,205.0,450.0,385.0,25,62 (403),32,265,74,263,87,105,185,200,25,616
463,63,29.0,Steve Howell,http://games.crossfit.com/athlete/5399,1,70.0,62,403,5,190.0,88 (247),43 (339),67 (108),36 (234),169 (12:22),16,Team Taranis,CrossFit Taranis,,,,,0,,,0.0,0.0,0.0,0.0,0,62 (403),88,247,43,339,67,108,36,234,169,742
464,64,27.0,Taylor Mason,http://games.crossfit.com/athlete/288605,1,71.0,65,416,5,196.0,88 (247),81 (262),87 (105),59 (218),101 (11:30),16,CrossFit Vic City,CrossFit Vic City,134.0,,,,,,,305.0,245.0,495.0,425.0,,65 (416),88,247,81,262,87,105,59,218,101,690
465,65,37.0,Zeke Cabell,http://games.crossfit.com/athlete/171533,1,73.0,66,418,5,192.0,25 (268),42 (339),46 (112),193 (199),112 (11:37),16,CrossFit Vic City,CrossFit Vic City,,,,,,,,,,,,,66 (418),25,268,42,339,46,112,193,199,112,697
466,66,39.0,Thad Palin,http://games.crossfit.com/athlete/49617,1,68.0,67,419,5,165.0,81 (248),80 (262),65 (109),137 (206),56 (10:54),16,,CrossFit Maclin,180.0,,,,0,70.0,,240.0,190.0,465.0,345.0,47,67 (419),81,248,80,262,65,109,137,206,56,654
467,67,21.0,Cody Lees,http://games.crossfit.com/athlete/511131,1,75.0,68,420,5,218.0,112 (243),140 (259),12 (120),99 (211),57 (10:55),16,Bodyshop Training Centre,Bodyshop CrossFit West Kelowna,,,,,,,,305.0,245.0,475.0,365.0,,68 (420),112,243,140,259,12,120,99,211,57,655
468,68,24.0,Maxwell Honeyman,http://games.crossfit.com/athlete/472038,1,72.0,68,420,5,205.0,78 (250),23 (341),116 (103),97 (212),106 (11:32),16,Team Taranis,CrossFit Taranis,,510.0,122.0,,,,1082.0,295.0,230.0,495.0,350.0,38,68 (420),78,250,23,341,116,103,97,212,106,692
469,69,34.0,Glendon Hall,http://games.crossfit.com/athlete/29669,1,70.0,70,429,5,180.0,81 (248),75 (263),108 (103),74 (215),91 (11:23),16,CrossFit BRIO,CrossFit BRIO,,,,,,,,285.0,235.0,415.0,325.0,,70 (429),81,248,75,263,108,103,74,215,91,683
470,70,30.0,Brian Carter,http://games.crossfit.com/athlete/246090,1,69.0,71,432,5,197.0,146 (234),51 (339),91 (104),69 (216),75 (11:17),16,Saint City CrossFit,Saint City CrossFit,166.0,447.0,124.0,,409,,1086.0,270.0,210.0,465.0,430.0,58,71 (432),146,234,51,339,91,104,69,216,75,677
471,71,32.0,Aiden Poole,http://games.crossfit.com/athlete/100692,1,70.0,72,445,5,197.0,162 (231),116 (260),27 (114),63 (217),77 (11:18),16,CrossFit Armoury,CrossFit Armoury,177.0,577.0,115.0,1344.0,385,70.0,1388.0,310.0,255.0,516.0,440.0,50,72 (445),162,231,116,260,27,114,63,217,77,678
472,72,29.0,Andre Brule,http://games.crossfit.com/athlete/430305,1,70.0,73,449,5,180.0,25 (268),126 (259),91 (104),173 (202),34 (10:25),16,CrossFit Sherwood Park,CrossFit Sherwood Park,155.0,,,,,,,255.0,195.0,455.0,405.0,,73 (449),25,268,126,259,91,104,173,202,34,625
473,73,33.0,Brett Shillington,http://games.crossfit.com/athlete/99198,1,71.0,73,449,5,210.0,115 (242),90 (262),109 (103),82 (214),53 (10:50),16,CrossFit VO2 Max,CrossFit Vo2 Max,178.0,528.0,145.0,,,,,340.0,265.0,550.0,485.0,45,73 (449),115,242,90,262,109,103,82,214,53,650
474,74,29.0,Frederic Bernier,http://games.crossfit.com/athlete/159897,1,73.0,75,451,5,212.0,88 (247),52 (339),51 (112),176 (201),84 (11:20),16,,Titanium CrossFit,178.0,519.0,140.0,,438,,1198.0,275.0,230.0,465.0,405.0,50,75 (451),88,247,52,339,51,112,176,201,84,680
475,75,27.0,Dustin Minty,http://games.crossfit.com/athlete/63132,1,72.0,76,453,5,191.0,76 (251),133 (259),74 (107),54 (219),116 (11:40),16,,CrossFit South Okanagan,160.0,,124.0,,,,,285.0,235.0,500.0,370.0,30,76 (453),76,251,133,259,74,107,54,219,116,700
476,76,20.0,Oleks Bobrovskyy,http://games.crossfit.com/athlete/333482,1,72.0,77,455,5,225.0,104 (246),38 (340),236 (96),11 (250),66 (11:05),16,CrossFit VO2 Max,CrossFit Vo2 Max,,,,,,,,0.0,0.0,0.0,0.0,,77 (455),104,246,38,340,236,96,11,250,66,665
477,77,33.0,Kayd Whitrow,http://games.crossfit.com/athlete/273729,1,,78,457,5,170.0,49 (260),46 (339),174 (101),117 (209),71 (11:07),16,Crossfit SEMI,CrossFit Semiahmoo,,,,,,,,,,,,,78 (457),49,260,46,339,174,101,117,209,71,667
478,78,25.0,Brandon Gregg,http://games.crossfit.com/athlete/367388,1,,79,485,5,205.0,81 (248),105 (261),102 (103),138 (206),59 (10:56),16,Kelowna Wildfire,Kelowna CrossFit,,,,,,,,,,,,,79 (485),81,248,105,261,102,103,138,206,59,656
479,79,31.0,Andrew Askin,http://games.crossfit.com/athlete/547799,1,,80,487,5,,106 (244),107 (260),60 (110),106 (210),108 (11:33),16,MMSC CrossFit,MMSC CrossFit,,,,,,,,,,,,,80 (487),106,244,107,260,60,110,106,210,108,693
480,80,30.0,Brandon Blair,http://games.crossfit.com/athlete/308070,1,72.05,81,492,5,182.0,129 (239),79 (263),135 (102),83 (214),66 (11:05),16,CFR Titan,CrossFit Regina,163.0,,,,,,,270.0,200.0,500.0,370.0,45,81 (492),129,239,79,263,135,102,83,214,66,665
481,81,28.0,Paul Lance,http://games.crossfit.com/athlete/45635,1,73.0,82,498,5,205.0,122 (240),20 (341),202 (99),67 (216),87 (11:22),16,Team Taranis,CrossFit Taranis,,,,,,,,300.0,240.0,485.0,,,82 (498),122,240,20,341,202,99,67,216,87,682
482,82,32.0,Shane Mcaleese,http://games.crossfit.com/athlete/32520,1,66.93,83,503,5,165.0,46 (261),72 (263),174 (101),134 (207),77 (11:18),16,CrossFit Abbotsford,CrossFit Abbotsford,206.0,,122.0,1148.0,363,,,265.0,207.0,405.0,365.0,40,83 (503),46,261,72,263,174,101,134,207,77,678
483,83,25.0,Joe Ward,http://games.crossfit.com/athlete/388195,1,71.0,84,515,5,182.0,41 (262),203 (256),115 (103),91 (213),65 (11:03),16,Studeo 55,Studeo55 CrossFit,321.0,,165.0,,,,,255.0,205.0,385.0,315.0,30,84 (515),41,262,203,256,115,103,91,213,65,663
484,84,45.0,Scott Tasaka,http://games.crossfit.com/athlete/30399,1,68.0,85,537,5,167.0,80 (249),167 (257),105 (103),84 (214),101 (11:30),16,CrossFit Lions,CrossFit Lions,179.0,,174.0,990.0,423,,1080.0,235.0,195.0,395.0,335.0,60,85 (537),80,249,167,257,105,103,84,214,101,690
485,85,28.0,Joey Lutz,http://games.crossfit.com/athlete/10520,1,69.0,86,546,5,198.0,105 (245),76 (263),41 (114),115 (209),209 (12:45),16,Rabid Pandas,CrossFit Framework,130.0,475.0,115.0,1120.0,407,,1365.0,305.0,246.0,545.0,455.0,55,86 (546),105,245,76,263,41,114,115,209,209,765
486,86,30.0,Jeff Bartlett,http://games.crossfit.com/athlete/11923,1,71.0,87,552,5,205.0,122 (240),192 (256),27 (114),128 (207),83 (11:19),16,Natural Strength CrossFit,Natural Strength CrossFit,,,,,415,,,305.0,245.0,450.0,420.0,0,87 (552),122,240,192,256,27,114,128,207,83,679
487,87,37.0,Chris Harrison,http://games.crossfit.com/athlete/11866,1,71.0,88,557,5,210.0,88 (247),137 (259),73 (107),65 (217),194 (12:36),16,CrossFit Lions,CrossFit Lions,,,,,,,,300.0,205.0,445.0,375.0,,88 (557),88,247,137,259,73,107,65,217,194,756
488,88,31.0,Ryan Trinidad,http://games.crossfit.com/athlete/74516,1,,89,558,5,175.0,129 (239),99 (261),96 (104),50 (221),184 (12:31),16,CrossFit West Vancouver,CrossFit West Vancouver,,,,,,,,,,,,,89 (558),129,239,99,261,96,104,50,221,184,751
489,89,23.0,Nick Jacklin,http://games.crossfit.com/athlete/479363,1,,90,564,5,185.0,81 (248),59 (339),207 (98),122 (208),95 (11:27),16,CrossFit North Vancouver,CrossFit North Vancouver,,,,,,,,,,,,,90 (564),81,248,59,339,207,98,122,208,95,687
490,90,28.0,Phil Reaume,http://games.crossfit.com/athlete/106560,1,70.08,91,571,5,190.0,256 (217),55 (339),41 (114),75 (215),144 (12:01),16,CrossFit Vic City,CrossFit Vic City,153.0,502.0,,,,,,260.0,205.0,475.0,400.0,,91 (571),256,217,55,339,41,114,75,215,144,721
491,91,29.0,Chris Callahan,http://games.crossfit.com/athlete/106199,1,67.0,92,574,5,185.0,293 (213),63 (336),79 (106),76 (215),63 (10:59),16,Synergy Strength,CrossFit Saskatoon,156.0,,104.0,,378,,,295.0,235.0,505.0,420.0,45,92 (574),293,213,63,336,79,106,76,215,63,659
492,92,30.0,Cam MacDougall,http://games.crossfit.com/athlete/116082,1,75.0,93,575,5,200.0,134 (237),49 (339),57 (111),102 (210),233 (12:58),16,Studeo 55,Studeo55 CrossFit,181.0,581.0,118.0,,367,68.0,,295.0,215.0,485.0,375.0,50,93 (575),134,237,49,339,57,111,102,210,233,778
493,93,21.0,Mahyar Ghorbanzadeh,http://games.crossfit.com/athlete/235726,1,70.47,94,582,5,175.0,118 (241),41 (339),193 (100),124 (208),106 (11:32),16,CrossFit West Vancouver,CrossFit West Vancouver,250.0,,160.0,,,,2700.0,260.0,195.0,440.0,365.0,41,94 (582),118,241,41,339,193,100,124,208,106,692
494,94,25.0,Ryan Tomiyama,http://games.crossfit.com/athlete/465584,1,,95,583,5,201.0,177 (227),160 (258),91 (104),89 (213),66 (11:05),16,Champ City CrossFit,Champ City CrossFit,,,,,,,,,,,,,95 (583),177,227,160,258,91,104,89,213,66,665
495,95,41.0,Bryan Danard,http://games.crossfit.com/athlete/13323,1,70.0,96,593,5,207.0,143 (235),58 (339),51 (112),61 (218),280 (13:18),16,Reebok CrossFit Ramsay,Reebok CrossFit Ramsay,,,,,,,,306.0,255.0,485.0,405.0,,96 (593),143,235,58,339,51,112,61,218,280,798
496,96,33.0,Matthew Bathgate,http://games.crossfit.com/athlete/13536,1,74.0,97,609,5,230.0,133 (238),201 (256),112 (103),46 (226),117 (11:42),16,Synergy Strength,CrossFit Saskatoon,144.0,,94.0,,418,64.0,1208.0,315.26,257.94,495.0,415.0,42,97 (609),133,238,201,256,112,103,46,226,117,702
497,97,33.0,David Mullback,http://games.crossfit.com/athlete/53236,1,72.0,98,613,5,209.0,146 (234),66 (289),181 (101),111 (209),109 (11:36),16,CrossFit AI,CrossFit Athlete Inside (AI),179.0,440.0,105.0,1105.0,400,60.0,1140.0,295.0,232.0,520.0,420.0,45,98 (613),146,234,66,289,181,101,111,209,109,696
498,98,20.0,Garik Lechinsky,http://games.crossfit.com/athlete/462930,1,,99,624,5,,177 (227),46 (339),155 (101),55 (219),191 (12:33),16,,Beach City CrossFit,,,,,,,,,,,,,99 (624),177,227,46,339,155,101,55,219,191,753
499,99,25.0,Mitchell Byrt,http://games.crossfit.com/athlete/465513,1,69.0,100,638,5,176.0,41 (262),174 (257),84 (105),230 (197),109 (11:36),16,,CrossFit Lloydminster,280.0,,163.0,,,,1228.0,245.0,205.0,420.0,335.0,,100 (638),41,262,174,257,84,105,230,197,109,696
500,0,28.0,Richard Froning Jr.,http://games.crossfit.com/athlete/11435,1,69.0,1,9,6,198.0,4 (320),1 (430),2 (140),1 (315),1 (08:02),16,CrossFit Mayhem Freedom,CrossFit Mayhem,133.0,,71.0,,508,,,370.0,305.0,570.0,475.0,75,1 (9),4,320,1,430,2,140,1,315,1,482
501,1,28.0,Scott Panchik,http://games.crossfit.com/athlete/34796,1,69.0,2,11,6,187.0,4 (320),2 (430),1 (141),2 (299),2 (08:03),16,CrossFit Mentality,CrossFit Mentality,,,,,0,,,0.0,0.0,0.0,0.0,0,2 (11),4,320,2,430,1,141,2,299,2,483
502,2,22.0,Dre Strohm,http://games.crossfit.com/athlete/267027,1,69.0,3,43,6,185.0,17 (301),7 (428),4 (134),10 (275),5 (08:14),16,CrossFit Mayhem Freedom,CrossFit Mayhem,,,,,,,,,,,,,3 (43),17,301,7,428,4,134,10,275,5,494
503,3,26.0,Paul Castillo,http://games.crossfit.com/athlete/571999,1,71.0,4,54,6,200.0,2 (325),24 (424),17 (127),3 (297),8 (08:23),16,GCCF,Glass City CrossFit,138.0,468.0,108.0,,,,1260.0,325.0,255.0,500.0,445.0,,4 (54),2,325,24,424,17,127,3,297,8,503
504,4,26.0,Alex Anderson,http://games.crossfit.com/athlete/5013,1,70.0,5,58,6,210.0,9 (312),3 (430),6 (130),28 (263),12 (08:38),16,,CrossFit Ktown,,,,,,,,,,,,,5 (58),9,312,3,430,6,130,28,263,12,518
505,5,25.0,Cody Keathley,http://games.crossfit.com/athlete/11845,1,66.0,6,61,6,171.0,8 (313),15 (425),19 (126),7 (278),12 (08:38),16,CrossFit Utility,CrossFit Utility,157.0,497.0,125.0,1078.0,360,65.0,1197.0,0.0,0.0,0.0,0.0,64,6 (61),8,313,15,425,19,126,7,278,12,518
