,Age,Athlete,Athlete_URL,Finish,Gender,Height,Region,User_ID,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups
98,28,Andrea Ager,http://games.crossfit.com/athlete/34182,99 (957),0,69.0,0,0,145 lb,173 (288),217 (424),214 (116),144 (258),209 (09:24),16,Team Dynamix,CrossFit Dynamix,2:27,0:00,1:42,17:59,0,0:57,20:20,215 lb,165 lb,325 lb,275 lb,66
99,28,Stephanie Ortiz,http://games.crossfit.com/athlete/180078,100 (958),0,63.0,0,0,132 lb,319 (276),62 (429),129 (119),239 (251),209 (09:24),16,CrossFit Adelaide,CrossFit Adelaide,--,--,--,--,--,--,--,95 kg,72 kg,135 kg,115 kg,--
100,24,Jamie Greene,http://games.crossfit.com/athlete/264512,1 (27),0,64.17,0,0,132 lb,3 (347),12 (430),3 (147),6 (305),3 (07:43),16,CrossFit Yas,CrossFit Yas,--,--,--,--,--,--,--,--,--,--,--,--
101,34,Samantha Briggs,http://games.crossfit.com/athlete/2536,2 (30),0,66.93,0,0,135 lb,2 (348),22 (430),1 (158),4 (308),1 (07:36),16,CrossFit Black Five,CrossFit Black Five,2:35,0:00,1:35,0:00,--,0:00,0:00,100 kg,82 kg,175 kg,125 kg,49
102,26,Kara Webb,http://games.crossfit.com/athlete/2942,3 (48),0,63.78,0,0,154 lb,20 (319),1 (430),7 (139),14 (289),6 (08:05),16,CrossFit Roar,CrossFit Roar,2:33,0:00,0:00,0:00,0,0:00,20:10,115 kg,93 kg,155 kg,150 kg,62
103,23,Ragnheiður Sara Sigmundsdottir,http://games.crossfit.com/athlete/8859,4 (64),0,67.32,0,0,69 kg,14 (325),3 (430),22 (130),2 (316),23 (08:26),16,Team CrossFit Sudurnes,CrossFit Sudurnes,0:00,9:26,2:03,0:00,--,0:00,22:32,110 kg,90 kg,155 kg,135 kg,36
104,30,Michele Letendre,http://games.crossfit.com/athlete/3407,5 (67),0,61.0,0,0,137 lb,22 (318),10 (430),2 (147),28 (279),5 (08:02),16,,Deka CrossFit,2:10,8:19,1:59,0:00,0,0:00,0:00,227 lb,192 lb,315 lb,300 lb,50
105,28,Carol-Ann Reason-Thibault,http://games.crossfit.com/athlete/103389,6 (94),0,64.96,0,0,145 lb,42 (307),14 (430),9 (138),3 (314),26 (08:29),16,CrossFit Quebec City 2,CrossFit Quebec City,2:41,0:00,1:25,0:00,0,0:00,22:00,225 lb,175 lb,400 lb,300 lb,45
106,27,Camille Leblanc-Bazinet,http://games.crossfit.com/athlete/8404,7 (119),0,62.0,0,0,130 lb,10 (330),4 (430),11 (136),90 (263),4 (07:50),16,Roots,CrossFit Roots,2:04,7:20,1:40,0:00,0,1:20,0:00,230 lb,190 lb,300 lb,310 lb,80
107,28,Emily Bridgers,http://games.crossfit.com/athlete/4925,8 (120),0,61.0,0,0,134 lb,1 (354),8 (430),29 (129),74 (266),8 (08:09),16,CrossFit Terminus,CrossFit Terminus,0:00,0:00,0:00,0:00,0,0:00,0:00,225 lb,180 lb,330 lb,275 lb,0
108,25,Alexis Johnson,http://games.crossfit.com/athlete/208293,9 (127),0,62.0,0,0,141 lb,18 (320),27 (430),24 (130),33 (276),25 (08:27),16,AllSport CrossFit,AllSport CrossFit,--,7:51,1:16,--,440,1:15,0:00,227 lb,175 lb,342 lb,280 lb,--
109,26,Annie Thorisdottir,http://games.crossfit.com/athlete/18588,10 (128),0,66.93,0,0,152 lb,6 (340),21 (430),5 (141),7 (304),89 (08:58),16,CrossFit Reykjavik,Reebok CrossFit Reykjavík,2:37,0:00,1:23,15:07,0,0:00,0:00,93 kg,71 kg,165 kg,125 kg,0
110,31,Stacie Tovar,http://games.crossfit.com/athlete/5512,11 (136),0,65.0,0,0,145 lb,20 (319),15 (430),13 (134),35 (275),53 (08:46),16,CrossFit Omaha,CrossFit Omaha,2:22,8:25,1:35,21:22,384,1:25,21:45,228 lb,180 lb,335 lb,305 lb,0
111,26,Emma McQuaid,http://games.crossfit.com/athlete/239442,12 (144),0,64.96,0,0,139 lb,46 (305),33 (430),52 (127),5 (305),8 (08:09),16,8020 Black,CrossFit 8020,2:27,--,2:12,--,--,--,--,108 kg,83 kg,160 kg,125 kg,43
112,30,Kristin Holte,http://games.crossfit.com/athlete/120480,13 (161),0,63.78,0,0,132 lb,24 (317),35 (430),21 (131),79 (265),2 (07:41),16,CrossFit Oslo,CrossFit Oslo,2:24,--,1:55,18:16,406,1:01,19:30,95 kg,74 kg,135 kg,120 kg,42
113,22,Katrin Tanja Davidsdottir,http://games.crossfit.com/athlete/55121,14 (164),0,66.54,0,0,152 lb,4 (345),9 (430),109 (120),22 (282),20 (08:24),16,,CrossFit New England,2:18,9:16,1:28,0:00,454,1:05,0:00,225 lb,192 lb,315 lb,255 lb,--
114,28,Julie Abildgaard,http://games.crossfit.com/athlete/275395,15 (175),0,68.5,0,0,160 lb,7 (338),30 (430),114 (120),1 (318),23 (08:26),16,Team Crossfit Copenhagen 1,CrossFit Nordvest,--,--,--,--,--,--,--,--,--,--,--,--
115,23,Caroline Dardini,http://games.crossfit.com/athlete/117591,16 (181),0,61.0,0,0,124 lb,14 (325),86 (427),44 (127),31 (277),6 (08:05),16,TEAM CrossFit Love,CrossFit Love,2:18,--,--,--,--,--,--,215 lb,175 lb,--,59 lb,1
116,26,Kari Pearce,http://games.crossfit.com/athlete/305891,17 (187),0,63.0,0,0,139 lb,49 (304),110 (426),4 (142),13 (291),11 (08:11),16,CrossFit SPOT,CrossFit Spot,--,--,--,--,--,--,--,214 lb,185 lb,365 lb,310 lb,--
117,32,Carleen Mathews,http://games.crossfit.com/athlete/16973,18 (196),0,62.0,0,0,138 lb,42 (307),26 (430),61 (125),19 (286),48 (08:42),16,CFSH,CrossFit Saint Helens,3:08,0:00,2:20,26:00,344,1:21,22:54,205 lb,165 lb,385 lb,285 lb,30
118,20,Brooke Wells,http://games.crossfit.com/athlete/168305,19 (256),0,66.0,0,0,156 lb,49 (304),2 (430),48 (127),12 (291),145 (09:13),16,,CrossFit Fringe,2:06,--,1:13,--,--,--,--,255 lb,210 lb,405 lb,345 lb,--
119,25,Anna Fragkou,http://games.crossfit.com/athlete/252900,20 (268),0,62.99,0,0,63 kg,105 (294),29 (430),52 (127),8 (300),74 (08:54),16,,Gazi CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
120,27,Kristi Eramo,http://games.crossfit.com/athlete/310687,21 (276),0,62.0,0,0,128 lb,49 (304),40 (430),92 (122),44 (272),51 (08:44),16,Four Barrel CrossFit East,Four Barrel CrossFit East,2:29,--,1:47,--,--,--,--,210 lb,165 lb,310 lb,295 lb,--
121,25,Tasia Percevecz,http://games.crossfit.com/athlete/149475,22 (281),0,65.0,0,0,153 lb,49 (304),74 (428),13 (134),93 (262),52 (08:45),16,CrossFit Free,CrossFit Free,2:29,--,1:24,--,--,--,--,240 lb,205 lb,--,308 lb,60
122,28,Cassidy Lance,http://games.crossfit.com/athlete/123582,23 (309),0,63.0,0,0,139 lb,90 (297),46 (430),13 (134),140 (258),20 (08:24),16,,CrossFit WaterSide,2:30,7:30,1:30,--,--,--,--,215 lb,160 lb,295 lb,275 lb,60
123,23,Tamarind Robinson,http://games.crossfit.com/athlete/259885,24 (313),0,68.11,0,0,75 kg,39 (308),124 (426),40 (128),30 (278),80 (08:56),16,CrossFit Yas,CrossFit Yas,--,--,--,--,--,--,--,--,--,--,--,--
124,32,Sarah Scholl,http://games.crossfit.com/athlete/23578,25 (328),0,68.0,0,0,145 lb,8 (336),49 (430),34 (129),75 (265),162 (09:16),16,CrossFit Stamford,CrossFit Stamford,2:05,8:11,1:50,18:04,428,0:58,18:30,200 lb,155 lb,305 lb,295 lb,60
125,27,Oddrun Eik Gylfadottir,http://games.crossfit.com/athlete/96750,26 (335),0,64.17,0,0,128 lb,46 (305),83 (427),83 (122),52 (269),71 (08:52),16,Team Crossfit Copenhagen 1,CrossFit Nordvest,0:00,--,0:00,--,--,1:05,21:00,85 kg,68 kg,135 kg,132 kg,63
126,32,Kelley Jackson,http://games.crossfit.com/athlete/12336,27 (336),0,62.0,0,0,124 lb,18 (320),111 (426),24 (130),165 (257),18 (08:22),16,CrossFit 417,CrossFit 417,2:02,7:44,1:32,16:27,418,1:12,0:00,215 lb,165 lb,325 lb,275 lb,61
127,26,Chelsey Grigsby,http://games.crossfit.com/athlete/25320,28 (342),0,65.0,0,0,135 lb,64 (301),38 (430),84 (122),125 (259),31 (08:34),16,C Street Crossfit,C Street CrossFit,--,--,--,--,--,--,--,0 lb,0 lb,0 lb,0 lb,0
128,29,Alea Helmick,http://games.crossfit.com/athlete/134076,29 (348),0,68.0,0,0,148 lb,29 (313),20 (430),152 (117),46 (271),101 (09:01),16,CrossFit Revamped,CrossFit Revamped,2:25,--,1:58,--,460,--,--,225 lb,185 lb,340 lb,305 lb,50
129,31,Margaux Alvarez,http://games.crossfit.com/athlete/3678,30 (349),0,67.0,0,0,148 lb,76 (299),37 (430),77 (124),70 (266),89 (08:58),16,,ZooTown CrossFit,2:52,7:58,1:20,19:42,356,0:00,21:47,225 lb,180 lb,375 lb,275 lb,45
130,22,Lauren Fisher,http://games.crossfit.com/athlete/19117,31 (351),0,65.0,0,0,138 lb,105 (294),13 (430),184 (116),18 (288),31 (08:34),16,Invictus,CrossFit Invictus,2:19,0:00,0:00,0:00,0,1:06,0:00,242 lb,183 lb,0 lb,290 lb,50
131,29,Sarabeth Phillips,http://games.crossfit.com/athlete/36285,32 (396),0,61.0,0,0,128 lb,139 (291),39 (430),17 (132),73 (266),128 (09:10),16,,CrossFit Calidus,2:19,8:52,1:34,0:00,0,0:00,0:00,230 lb,190 lb,330 lb,290 lb,54
132,28,Mekenzie Riley,http://games.crossfit.com/athlete/93497,33 (418),0,64.0,0,0,145 lb,49 (304),55 (430),219 (116),54 (269),41 (08:38),16,OC3 Black,CrossFit OC3,--,--,--,--,--,--,--,--,--,--,--,--
133,33,Kirsten Pedri,http://games.crossfit.com/athlete/10760,34 (420),0,69.0,0,0,150 lb,98 (295),85 (427),84 (122),36 (275),117 (09:07),16,,CrossFit Davis,0:00,0:00,0:00,0:00,--,0:00,0:00,215 lb,170 lb,350 lb,270 lb,38
134,29,Chyna Cho,http://games.crossfit.com/athlete/27975,35 (431),0,68.0,0,0,147 lb,76 (299),109 (426),101 (120),56 (269),89 (08:58),16,,CrossFit of Fremont,2:17,0:00,2:00,0:00,0,0:00,0:00,209 lb,170 lb,315 lb,286 lb,50
135,28,Kristin Miller,http://games.crossfit.com/athlete/3215,36 (444),0,64.0,0,0,135 lb,68 (300),148 (425),48 (127),149 (258),31 (08:34),16,CrossFit Amplify,CrossFit Amplify,2:38,0:00,2:04,0:00,--,0:00,0:00,200 lb,165 lb,325 lb,285 lb,--
136,25,Kristine Andali,http://games.crossfit.com/athlete/109250,37 (445),0,62.2,0,0,140 lb,155 (290),51 (430),99 (120),39 (274),101 (09:01),16,Team Dogtown,DogTown CrossFit,1:56,--,--,--,--,--,--,240 lb,185 lb,345 lb,305 lb,--
137,32,Alethea Boon,http://games.crossfit.com/athlete/235218,38 (446),0,63.0,0,0,128 lb,13 (326),264 (423),6 (140),94 (262),69 (08:51),16,CrossFit Active,CrossFit Active Artarmon,--,--,--,--,--,--,--,--,--,--,--,--
138,30,Chelsey Hughes,http://games.crossfit.com/athlete/189706,39 (449),0,65.0,0,0,131 lb,32 (312),35 (430),150 (117),58 (268),174 (09:18),16,BRICK New York,Brick CrossFit Grand Central Station,2:26,--,1:49,18:52,452,--,20:19,225 lb,175 lb,335 lb,285 lb,54
139,30,Martina Barbaro,http://games.crossfit.com/athlete/7290,40 (476),0,64.57,0,0,125 lb,11 (329),187 (424),178 (116),23 (282),77 (08:55),16,,Reebok CrossFit Officine,2:45,8:14,0:00,16:00,0,1:20,19:27,90 kg,69 kg,165 kg,130 kg,50
140,28,Brista Mayfield,http://games.crossfit.com/athlete/5785,41 (482),0,62.0,0,0,138 lb,46 (305),84 (427),24 (130),112 (260),216 (09:25),16,,CrossFit TBR,2:48,8:08,1:51,0:00,0,0:00,22:11,217 lb,172 lb,320 lb,275 lb,40
141,27,Emily Abbott,http://games.crossfit.com/athlete/180250,42 (495),0,67.0,0,0,164 lb,164 (289),44 (430),67 (124),71 (266),149 (09:14),16,CrossFit Currie Barracks,CrossFit Currie Barracks,--,--,--,--,--,--,--,240 lb,190 lb,--,--,--
142,24,Brittany Chestnut,http://games.crossfit.com/athlete/294332,43 (496),0,63.0,0,0,124 lb,32 (312),158 (425),79 (123),215 (253),12 (08:12),16,Skyline CrossFit,Skyline CrossFit,--,--,--,--,--,--,--,96 kg,81 kg,145 kg,--,--
143,26,Sara Armanius,http://games.crossfit.com/athlete/148444,44 (508),0,63.78,0,0,149 lb,128 (292),46 (430),252 (115),10 (296),72 (08:53),16,Team Fit4Life,F4L CrossFit,--,--,--,--,--,--,--,87 kg,70 kg,135 kg,120 kg,--
144,26,Brooke Ence,http://games.crossfit.com/athlete/62554,45 (522),0,67.0,0,0,152 lb,184 (287),107 (427),45 (127),121 (259),65 (08:50),16,,CrossFit West,2:07,0:00,0:00,24:38,--,1:11,24:00,253 lb,207 lb,365 lb,320 lb,--
145,24,Thuridur Erla Helgadottir,http://games.crossfit.com/athlete/19501,46 (524),0,64.57,0,0,58 kg,26 (314),28 (430),94 (121),47 (271),329 (09:40),16,CrossFit Sport,CrossFit Sport,2:49,8:32,1:57,18:56,389,1:01,21:26,104 kg,81 kg,134 kg,126 kg,60
146,30,Cheryl Nasso,http://games.crossfit.com/athlete/9759,47 (527),0,64.0,0,0,130 lb,36 (311),258 (423),157 (117),15 (289),61 (08:49),16,CrossFit New England,CrossFit New England,2:15,7:36,1:26,17:04,434,1:10,19:52,205 lb,155 lb,350 lb,275 lb,32
147,25,Justine Beath,http://games.crossfit.com/athlete/60656,48 (557),0,64.17,0,0,138 lb,139 (291),130 (426),109 (120),99 (261),80 (08:56),16,,CrossFit Lower Mountains,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
148,23,Maude Charron,http://games.crossfit.com/athlete/123908,49 (564),0,61.0,0,0,142 lb,164 (289),6 (430),20 (131),139 (258),235 (09:28),16,,CrossFit Rimouski,2:11,9:17,1:38,18:48,385,1:15,--,250 lb,200 lb,400 lb,320 lb,50
149,30,Jennifer Smith,http://games.crossfit.com/athlete/45491,49 (564),0,66.0,0,0,140 lb,57 (303),23 (430),349 (114),63 (267),72 (08:53),16,MAXIMUS,CrossFit Maximus Nashland,0:00,0:00,0:00,0:00,0,0:00,0:00,215 lb,160 lb,370 lb,270 lb,0
150,38,Joey Kimdon,http://games.crossfit.com/athlete/259327,51 (573),0,61.0,0,0,125 lb,22 (318),259 (423),37 (129),127 (259),128 (09:10),16,CrossFit Train 97333,CrossFit Train 97333,2:24,7:53,1:52,17:46,383,--,--,187 lb,135 lb,340 lb,263 lb,70
151,23,Mikaela Norman,http://games.crossfit.com/athlete/143139,52 (585),0,70.87,0,0,156 lb,9 (333),146 (425),390 (113),21 (283),19 (08:23),16,Nordic OPEX,CrossFit Nordic,3:00,--,--,--,--,--,--,90 kg,73 kg,--,125 kg,--
152,23,Anna Rode,http://games.crossfit.com/athlete/5124,52 (585),0,64.0,0,0,145 lb,139 (291),160 (425),70 (124),103 (261),113 (09:06),16,CrossFit NapTown,CrossFit Naptown,2:26,8:54,1:58,20:28,346,--,--,212 lb,170 lb,300 lb,245 lb,40
153,21,Keston Mendoza,http://games.crossfit.com/athlete/179838,54 (587),0,65.0,0,0,143 lb,76 (299),59 (430),157 (117),141 (258),154 (09:15),16,Team Dogtown,DogTown CrossFit,2:40,--,2:17,--,--,--,--,200 lb,155 lb,295 lb,270 lb,66
154,25,Whitney Heuser,http://games.crossfit.com/athlete/10614,55 (598),0,64.0,0,0,140 lb,60 (302),72 (428),77 (124),180 (255),209 (09:24),16,Diablo CrossFit Anejo,Diablo CrossFit,2:32,8:00,1:43,16:54,448,1:07,0:00,200 lb,160 lb,310 lb,285 lb,0
155,33,Anna Tunnicliffe,http://games.crossfit.com/athlete/9440,56 (606),0,65.75,0,0,143 lb,24 (317),186 (424),31 (129),268 (249),97 (08:59),16,,Unaffiliated,2:13,0:00,0:00,0:00,0,0:00,19:30,0 lb,0 lb,0 lb,0 lb,0
156,30,Megan Scales,http://games.crossfit.com/athlete/126964,57 (615),0,69.0,0,0,160 lb,117 (293),112 (426),266 (115),43 (272),77 (08:55),16,CrossFit Adversis,CrossFit Adversis,3:08,8:11,1:31,--,--,--,--,206 lb,165 lb,340 lb,280 lb,--
157,35,Tiffany Hendrickson,http://games.crossfit.com/athlete/51106,58 (629),0,63.0,0,0,135 lb,49 (304),87 (427),82 (123),227 (252),184 (09:20),16,Ute CrossFit,Ute CrossFit Sugarhouse,2:27,7:28,1:54,18:16,402,0:00,0:00,185 lb,153 lb,315 lb,265 lb,56
158,24,Rachel Garibay,http://games.crossfit.com/athlete/279929,59 (630),0,61.0,0,0,130 lb,194 (286),19 (430),63 (125),38 (275),316 (09:39),16,Crossfit 915,CrossFit 915,2:05,--,--,--,390,--,--,238 lb,170 lb,415 lb,325 lb,50
159,23,Kaitlyn Brierley,http://games.crossfit.com/athlete/96114,60 (636),0,62.0,0,0,137 lb,90 (297),30 (430),229 (115),84 (264),203 (09:23),16,ONE Nation,CrossFit ONE Nation,0:00,7:24,0:00,--,--,0:00,--,230 lb,190 lb,325 lb,280 lb,0
160,26,Emmy Simpkins,http://games.crossfit.com/athlete/25190,61 (637),0,67.0,0,0,150 lb,105 (294),229 (424),46 (127),41 (272),216 (09:25),16,CrossFit Speakeasy,CrossFit Speakeasy,0:00,0:00,1:30,0:00,0,0:00,0:00,220 lb,195 lb,325 lb,300 lb,0
161,23,Melisa Alonso,http://games.crossfit.com/athlete/35398,62 (649),0,63.0,0,0,130 lb,98 (295),196 (424),101 (120),219 (252),35 (08:35),16,Team Soul,CrossFit Soul Miami,0:00,0:00,0:00,0:00,--,0:00,0:00,213 lb,176 lb,--,260 lb,40
162,31,Courtney Walker,http://games.crossfit.com/athlete/21024,63 (650),0,62.0,0,0,128 lb,128 (292),150 (425),12 (135),186 (255),174 (09:18),16,CrossFit Fort Vancouver,CrossFit Fort Vancouver,0:00,0:00,0:00,0:00,--,0:00,0:00,220 lb,180 lb,310 lb,280 lb,0
163,29,Elyse Kile,http://games.crossfit.com/athlete/505934,64 (690),0,68.0,0,0,155 lb,274 (278),41 (430),157 (117),42 (272),176 (09:19),16,Three Kings Black,Three Kings CrossFit,2:19,--,1:43,--,422,--,--,225 lb,175 lb,365 lb,315 lb,--
164,30,Kaleena Ladeairous,http://games.crossfit.com/athlete/11215,65 (695),0,68.0,0,0,150 lb,57 (303),265 (423),119 (119),51 (269),203 (09:23),16,CrossFit Armed,CrossFit Armed,2:23,0:00,1:33,17:45,511,0:00,19:19,215 lb,165 lb,370 lb,265 lb,45
165,30,Christy Adkins,http://games.crossfit.com/athlete/9121,66 (696),0,64.0,0,0,135 lb,68 (300),117 (426),329 (114),141 (258),41 (08:38),16,CrossFit Reston,CrossFit Reston,2:39,8:07,1:33,18:30,419,1:05,19:55,210 lb,163 lb,330 lb,270 lb,44
166,29,Laura Hosier,http://games.crossfit.com/athlete/107627,67 (702),0,66.93,0,0,149 lb,42 (307),237 (424),290 (114),29 (278),104 (09:02),16,JaktRX RED,Reebok CrossFit East Woodbridge,2:24,--,--,--,--,--,--,225 lb,165 lb,385 lb,285 lb,--
167,31,Jamie Hagiya,http://games.crossfit.com/athlete/196834,68 (706),0,63.0,0,0,145 lb,90 (297),18 (430),58 (126),416 (243),124 (09:09),16,,Torrance CrossFit,2:58,--,2:12,--,419,--,--,233 lb,188 lb,--,315 lb,--
168,27,Megan Lovegrove,http://games.crossfit.com/athlete/51125,69 (709),0,62.2,0,0,134 lb,26 (314),151 (425),122 (119),282 (249),128 (09:10),16,Reebok CrossFit Tyneside,Reebok CrossFit Tyneside,--,--,--,--,--,--,--,--,--,--,--,--
169,31,Whitney Gelin,http://games.crossfit.com/athlete/110918,70 (721),0,67.0,0,0,165 lb,239 (282),46 (430),175 (116),201 (253),60 (08:48),16,CrossFit New England,CrossFit New England,--,--,--,--,--,--,--,--,--,--,--,--
170,25,Camilla Salomonsson Hellman,http://games.crossfit.com/athlete/2088,71 (729),0,64.96,0,0,149 lb,436 (272),42 (430),151 (117),26 (280),74 (08:54),16,Nordic OPEX,CrossFit Nordic,3:22,9:19,1:20,20:50,356,0:00,0:00,100 kg,75 kg,150 kg,125 kg,30
171,27,Meredith Buckner,http://games.crossfit.com/athlete/148485,72 (743),0,64.0,0,0,125 lb,105 (294),169 (425),56 (126),293 (248),120 (09:08),16,CrossFit RDU,CrossFit RDU,2:29,7:52,1:35,--,--,--,20:21,215 lb,170 lb,325 lb,270 lb,44
172,28,Sheila Barden,http://games.crossfit.com/athlete/23856,73 (747),0,60.0,0,0,135 lb,37 (310),297 (423),176 (116),221 (252),16 (08:19),16,CrossFit Kinesis,CrossFit Kinesis,2:08,8:06,2:57,0:00,380,1:27,22:02,190 lb,160 lb,308 lb,315 lb,40
173,40,Helen Harding,http://games.crossfit.com/athlete/291518,74 (748),0,62.2,0,0,125 lb,274 (278),275 (423),16 (133),72 (266),111 (09:05),16,Range of Motion,Range of Motion CrossFit,2:19,--,--,--,--,--,--,--,--,145 kg,112 kg,52
174,23,Meg Reardon,http://games.crossfit.com/athlete/115892,75 (751),0,66.0,0,0,147 lb,337 (275),23 (430),152 (117),132 (258),107 (09:03),16,12th State CrossFit,12th State CrossFit,--,--,--,--,--,--,--,215 lb,185 lb,355 lb,310 lb,--
175,27,Becca Chilczenkowski,http://games.crossfit.com/athlete/9994,76 (765),0,69.0,0,0,161 lb,16 (322),63 (429),510 (109),150 (257),26 (08:29),16,Ohare Crossfit,O'Hare CrossFit,2:55,0:00,0:00,0:00,0,0:00,21:30,215 lb,170 lb,325 lb,295 lb,--
176,24,Marisa Hardy,http://games.crossfit.com/athlete/308404,77 (778),0,62.0,0,0,145 lb,274 (278),57 (430),90 (122),195 (254),162 (09:16),16,CrossFit New England,CrossFit New England,--,--,--,--,--,--,--,--,--,--,--,--
177,27,Dani Horan,http://games.crossfit.com/athlete/3200,78 (780),0,66.0,0,0,145 lb,319 (276),17 (430),141 (118),68 (266),235 (09:28),16,Champlain Valley CrossFit,Champlain Valley CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
178,29,Danielle Lopiz,http://games.crossfit.com/athlete/53016,79 (782),0,60.0,0,0,169 lb,194 (286),356 (423),91 (122),91 (262),50 (08:43),16,Team Soul,CrossFit Soul Miami,--,--,--,--,--,--,--,--,--,--,--,--
179,26,Colleen Fotsch,http://games.crossfit.com/athlete/245403,80 (784),0,68.0,0,0,170 lb,239 (282),16 (430),41 (128),133 (258),355 (09:43),16,,CrossFit SOMA,--,--,--,--,--,--,--,--,--,--,--,--
180,29,Bridget Erickson,http://games.crossfit.com/athlete/95635,81 (788),0,61.0,0,0,128 lb,42 (307),292 (423),209 (116),200 (254),45 (08:40),16,CrossFit Rise,CrossFit Rise,4:20,8:08,--,--,--,--,--,135 lb,130 lb,275 lb,240 lb,--
181,22,Tia-Clair Toomey,http://games.crossfit.com/athlete/163097,82 (806),0,64.17,0,0,58 kg,473 (270),32 (430),32 (129),80 (265),189 (09:21),16,,CrossFit Gladstone,2:40,--,1:21,--,--,--,--,111 kg,82 kg,162 kg,135 kg,50
182,35,Rebecca Voigt,http://games.crossfit.com/athlete/8015,83 (810),0,69.0,0,0,155 lb,76 (299),473 (346),50 (127),17 (289),194 (09:22),16,CrossFit Training Yard,CrossFit Training Yard,2:54,8:07,1:54,24:12,412,1:30,22:25,215 lb,163 lb,375 lb,265 lb,31
183,24,Carly Fuhrer,http://games.crossfit.com/athlete/102114,84 (811),0,63.0,0,0,136 lb,274 (278),209 (424),63 (125),111 (260),154 (09:15),16,Oregon CrossFit OC,Oregon CrossFit,2:15,9:31,1:39,--,400,--,--,200 lb,175 lb,335 lb,285 lb,40
184,32,Ruth Anderson Horrell,http://games.crossfit.com/athlete/25528,85 (816),0,65.75,0,0,155 lb,98 (295),50 (430),406 (112),175 (255),87 (08:57),16,,CrossFit Wild South,3:10,7:59,2:07,0:00,0,0:00,0:00,97 kg,72 kg,170 kg,145 kg,38
185,24,Chloe Gauvin-David,http://games.crossfit.com/athlete/236779,86 (817),0,67.0,0,0,144 lb,49 (304),404 (347),132 (118),16 (289),216 (09:25),16,,CP CrossFit,0:00,--,--,--,--,--,--,--,--,--,--,0
186,19,Maddy Myers,http://games.crossfit.com/athlete/206640,87 (829),0,62.0,0,0,136 lb,26 (314),7 (430),8 (138),604 (236),184 (09:20),16,Invictus,CrossFit Invictus,--,--,--,--,--,--,--,260 lb,195 lb,--,320 lb,--
187,26,Kelly Wild,http://games.crossfit.com/athlete/164778,88 (830),0,60.0,0,0,142 lb,194 (286),67 (428),252 (115),163 (257),154 (09:15),16,Timberwolf CrossFIt,Timberwolf CrossFit,--,--,--,--,--,--,--,225 lb,180 lb,390 lb,310 lb,--
188,26,Steph Dekker,http://games.crossfit.com/athlete/120359,89 (832),0,63.0,0,0,141 lb,64 (301),281 (423),122 (119),49 (270),316 (09:39),16,CrossFit East Kilbride,CrossFit East Kilbride,3:00,--,2:29,--,--,1:07,--,93 kg,65 kg,165 kg,140 kg,30
189,29,Regan Huckaby,http://games.crossfit.com/athlete/159681,90 (836),0,65.0,0,0,150 lb,173 (288),183 (425),72 (124),59 (268),349 (09:42),16,,CrossFit Hood River,--,--,--,--,--,--,--,225 lb,170 lb,350 lb,330 lb,--
190,26,Kristine Best,http://games.crossfit.com/athlete/280780,91 (848),0,63.0,0,0,135 lb,380 (273),152 (425),101 (120),202 (253),13 (08:14),16,CrossFit Undivided,CrossFit Undivided,--,--,--,--,--,--,--,--,--,--,--,--
191,26,Maggie Kerrigan,http://games.crossfit.com/athlete/244032,92 (881),0,60.0,0,0,130 lb,68 (300),297 (423),35 (129),192 (254),289 (09:36),16,OC3 Black,CrossFit OC3,--,--,--,--,--,--,--,--,--,--,--,--
192,25,Breona Evans,http://games.crossfit.com/athlete/99140,93 (894),0,61.0,0,0,130 lb,128 (292),271 (423),266 (115),164 (257),65 (08:50),16,CrossFit Identity,CrossFit Identity,2:18,--,1:36,--,--,--,--,200 lb,155 lb,305 lb,255 lb,50
193,30,Alessandra Pichelli,http://games.crossfit.com/athlete/37537,94 (906),0,66.0,0,0,--,239 (282),103 (427),46 (127),96 (261),422 (09:51),16,Diablo CrossFit Anejo,Diablo CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
194,25,Monique Williams,http://games.crossfit.com/athlete/238601,95 (918),0,64.0,0,0,136 lb,60 (302),61 (430),41 (128),479 (240),277 (09:35),16,The Crossfit Squad,The CrossFit Squad,--,--,--,--,--,--,--,215 lb,160 lb,365 lb,315 lb,--
195,27,Brenda Castro,http://games.crossfit.com/athlete/242149,96 (926),0,64.17,0,0,130 lb,194 (286),91 (427),60 (125),346 (246),235 (09:28),16,Team Tigran Soul MX,CrossFit Tigran,0:00,0:00,0:00,--,--,--,0:00,220 lb,180 lb,--,--,45
196,24,Jessica Griffith,http://games.crossfit.com/athlete/254313,97 (952),0,66.0,0,0,147 lb,105 (294),115 (426),321 (114),158 (257),253 (09:30),16,CrossFit 417,CrossFit 417,--,--,--,--,357,1:12,--,227 lb,180 lb,345 lb,300 lb,57
